##################################################
# DATA EXPORT AND TRANSFORMATION REPORT
#
# Original File: 110 uL a1 0,1 ph 4,38.xlsx
# Experiment Start Date/Time: 27-06-2025 14:56:06
# Processing Date: 10-07-2025 8:47:04
#
# Operations Performed:
# - Column 1 (Time): Read from Excel Column B (milliseconds), divided by 1000.
# - Column 2 (Absorbance): Read from Excel Column C, comma decimal converted to dot decimal.
##################################################

Time (s)	UA
8.659	0.111173456422815
9.265	0.111263666511906
9.794	0.111302522139923
10.321	0.110838245571574
10.852	0.110838641656537
11.38	0.110717282133345
11.913	0.111350654892854
12.441	0.111262470337329
12.974	0.111158049706212
13.502	0.111024227926772
14.034	0.111242811266354
14.56	0.111478445181527
15.092	0.111205554070215
15.617	0.111461442971887
16.149	0.111673343003824
16.677	0.111093939330316
17.203	0.111383528031036
17.73	0.111638350638941
18.258	0.111213721952436
18.787	0.111411495800764
19.319	0.111401800475929
19.846	0.111220221430424
20.394	0.111453123221191
20.999	0.111452601573409
21.532	0.111482597544559
22.059	0.111965537632188
22.66	0.111861279295054
23.188	0.111691861897482
23.721	0.111440465071171
24.249	0.111236631637969
24.782	0.111224230278753
25.308	0.111592485257749
25.84	0.111449980037533
26.368	0.111702286954886
26.9	0.111462902147287
27.428	0.111515110322452
27.96	0.111325660552768
28.488	0.111701587596339
29.02	0.111734495738025
29.545	0.111544836611976
30.076	0.111624658052265
30.605	0.111862715155037
31.137	0.111274495784305
31.666	0.111822538853774
32.198	0.111892374340934
32.728	0.111316922970125
33.259	0.111446162365595
33.788	0.111347058325312
34.318	0.11129594358854
34.845	0.111803532191382
35.377	0.111667776331744
35.905	0.111740233923799
36.439	0.111823581417889
36.967	0.111360251255483
37.496	0.111456376568684
38.023	0.111556901869829
38.552	0.111180733347567
39.079	0.111137382687962
39.611	0.111304780058454
40.153	0.111235014719747
40.755	0.111634885276073
41.284	0.11146628399822
41.816	0.111509920102562
42.344	0.111002803778818
42.876	0.111430773911704
43.405	0.111497683369188
43.937	0.111597946140985
44.466	0.11132389432019
44.998	0.111822847113403
45.526	0.111296815162075
46.059	0.110747751768955
46.585	0.110964674808669
47.117	0.11100976804708
47.644	0.111150139404473
48.177	0.110962143658648
48.706	0.110682463938262
49.237	0.111057086091482
49.766	0.111436697339583
50.298	0.110911554908557
50.826	0.110806278300759
51.36	0.110962901652159
51.887	0.110703017549085
52.42	0.111464390298005
52.949	0.111479985069072
53.48	0.111766843894006
54.008	0.111242314651989
54.541	0.111218606301818
55.068	0.111383838861035
55.601	0.111524864810857
56.129	0.111524451989527
56.661	0.111359495317145
57.19	0.111442349181816
57.722	0.111539343264305
58.251	0.110720892921565
58.78	0.111119918542574
59.307	0.111526826377889
59.839	0.112019629328679
60.382	0.111245682249828
60.984	0.111536786197784
61.512	0.111330015209466
62.043	0.111143721565379
62.569	0.111845311706449
63.101	0.111748172240172
63.629	0.11143961834455
64.16	0.111995660671523
64.689	0.111835867245248
65.22	0.111625934108753
65.748	0.111609492886347
66.281	0.111794047782407
66.809	0.112039084453802
67.341	0.11196180985802
67.87	0.111080423756377
68.402	0.111974979503185
68.928	0.111466922420913
69.46	0.111469206430309
69.987	0.11140738616215
70.52	0.111871806729943
71.047	0.111497177350105
71.578	0.11185402320215
72.107	0.111801657770353
72.64	0.111946386575864
73.169	0.111856345603081
73.701	0.111686522803965
74.229	0.112399409293688
74.761	0.111481819895009
75.29	0.111870547272524
75.821	0.112507630569187
76.349	0.111492235055706
76.882	0.111580873684176
77.41	0.11266145156661
77.941	0.111930232713422
78.47	0.111713442097547
79.002	0.11200391677193
79.53	0.111769263872081
80.073	0.111651452072051
80.68	0.111524572335801
81.212	0.111465566418964
81.737	0.111559645622273
82.268	0.110867408332958
82.795	0.11189851260256
83.327	0.111457515469914
83.855	0.111594606372476
84.387	0.111478684329154
84.915	0.11208998487536
85.446	0.111746153145638
85.975	0.11211062025089
86.578	0.111848282492093
87.106	0.11229123405718
87.638	0.111723439226352
88.163	0.112231367432106
88.692	0.112373577968876
89.216	0.112492177904604
89.748	0.112359206455276
90.277	0.112491977432107
90.808	0.112578761087971
91.336	0.112399114225232
91.868	0.112024778245497
92.471	0.112339840554585
93.002	0.112727379779929
93.529	0.113064202711625
94.06	0.11225741719937
94.586	0.112573353278287
95.119	0.112535162849436
95.647	0.112627475676836
96.178	0.112621781016752
96.707	0.11221537496303
97.238	0.112593755345286
97.766	0.112253919934853
98.298	0.112704250122344
98.827	0.112318882971798
99.354	0.112092175074845
99.882	0.111875092591965
100.415	0.111977075057488
101.02	0.112124301848273
101.551	0.112737324383981
102.08	0.112470682175679
102.612	0.111863796327273
103.141	0.112101810595546
103.672	0.112168536821275
104.201	0.111920471785249
104.733	0.112199090097598
105.262	0.111502307189297
105.793	0.112441493322791
106.322	0.11243216208488
106.854	0.111731790421337
107.382	0.112064709467178
107.914	0.112219917505149
108.442	0.111803952544017
108.973	0.112080964742313
109.499	0.111832221752171
110.031	0.111732500132432
110.559	0.111947510346109
111.09	0.111835369112026
111.62	0.112509241924674
112.152	0.112571961901425
112.68	0.111938875995313
113.212	0.112298751107193
113.74	0.111630679960614
114.266	0.111902549145822
114.794	0.111549922488773
115.325	0.111591604008751
115.853	0.112493339565524
116.386	0.111546256941074
116.914	0.112313687248849
117.446	0.111260728607172
117.975	0.112163606734779
118.507	0.111946998146493
119.035	0.112219490101911
119.567	0.112259917748887
120.109	0.111107024203251
120.711	0.111701189009263
121.242	0.112288282844942
121.773	0.111898463210185
122.302	0.111669886407728
122.833	0.112078419754502
123.362	0.111717082097483
123.894	0.11217081052221
124.422	0.112284218863713
124.953	0.111858410383978
125.482	0.112129494106597
126.013	0.112119904581727
126.541	0.111890960268951
127.073	0.111663120841256
127.601	0.112189129761248
128.131	0.111591310791827
128.658	0.112118557459972
129.19	0.11214372210977
129.718	0.112202402532395
130.25	0.111765071058208
130.778	0.111705655643622
131.31	0.11187260316594
131.836	0.112135700877719
132.368	0.112376804200347
132.896	0.112062023595798
133.422	0.11215209891708
133.95	0.112422480864741
134.484	0.112541490005466
135.012	0.112029461242399
135.543	0.111834925959866
136.072	0.112184986363747
136.604	0.112370395021749
137.132	0.111488817900664
137.664	0.111667548936057
138.193	0.112012370580312
138.724	0.111827758052932
139.252	0.111661734362793
139.785	0.111570185913724
140.329	0.111626620724709
140.941	0.111456136892306
141.469	0.112248719111207
142.001	0.112182105416272
142.529	0.111876377464678
143.061	0.111707749885156
143.586	0.111699749768211
144.116	0.111998374366755
144.644	0.111685475920094
145.175	0.112018221674775
145.701	0.112182886665413
146.231	0.111741815701772
146.76	0.111714446521034
147.291	0.111853496806161
147.82	0.111547323722172
148.427	0.112079053714693
148.955	0.111767444325041
149.487	0.112143660991215
150.017	0.111911070460787
150.549	0.111151273406747
151.076	0.11154621158491
151.607	0.111860386403668
152.135	0.111529879774738
152.667	0.11152435771447
153.267	0.111696194900423
153.799	0.112077900936435
154.327	0.111266511397484
154.858	0.111921082156331
155.387	0.111606521897689
155.918	0.111588641367712
156.525	0.111555163298754
157.053	0.111796612492997
157.58	0.11162198701006
158.107	0.111867114541032
158.633	0.111819202249064
159.16	0.111801182115671
159.686	0.111678564762554
160.217	0.111965550227171
160.87	0.111738199828858
161.399	0.111230099854554
161.922	0.111508509380457
162.448	0.112084280397418
162.98	0.111563933515418
163.506	0.111578130258959
164.032	0.11098365443887
164.56	0.111502968824804
165.089	0.111286056022899
165.615	0.111422005063764
166.141	0.111648245278836
166.67	0.111825520105845
167.195	0.111090254790205
167.73	0.111702690938025
168.258	0.111952703872668
168.787	0.111849105623032
169.312	0.111312615442223
169.841	0.111876564194187
170.369	0.11161759887706
170.9	0.111531907680067
171.428	0.111538269057146
171.96	0.111782829562282
172.489	0.111616816288762
173.02	0.111201244919751
173.547	0.111296674901552
174.074	0.111083891005867
174.602	0.11178808116003
175.129	0.111520439791891
175.653	0.111400236407888
176.185	0.111954314601673
176.709	0.111368841054825
177.241	0.112101006482467
177.776	0.111299930992878
178.309	0.111697351666561
178.834	0.111713874180411
179.367	0.111600245995311
179.896	0.11086529156605
180.487	0.111148746848035
181.107	0.111555252564779
181.636	0.11150605266568
182.164	0.111823357458808
182.697	0.11132189070141
183.226	0.111478670958905
183.752	0.111494687168139
184.277	0.11148168726758
184.806	0.111730028709869
185.335	0.111508297277634
185.868	0.110869171525354
186.395	0.111249462522647
186.927	0.111426414478233
187.456	0.111277460042522
187.988	0.111745351846018
188.515	0.111105013827853
189.048	0.111145451441317
189.574	0.111547883621948
190.105	0.111241155780717
190.633	0.110592895874046
191.164	0.111310668995269
191.691	0.111525380674267
192.217	0.111586945172338
192.744	0.111463889806405
193.275	0.111400434106896
193.805	0.111298154792804
194.337	0.110792851938308
194.866	0.111457325785746
195.398	0.111796467239257
195.921	0.111692778628946
196.446	0.11145331498587
196.973	0.111193437282513
197.504	0.111168536242882
198.03	0.110898201345112
198.562	0.111780249567116
199.087	0.111438767717151
199.618	0.111648051086614
200.16	0.111017031743875
200.776	0.11157710202565
201.306	0.111360596918851
201.837	0.111430936232182
202.365	0.111377782010401
202.897	0.111292397610626
203.426	0.111845426988047
203.957	0.111392446586552
204.485	0.11189454106249
205.017	0.111773552628788
205.545	0.111426086989058
206.076	0.111201111263251
206.603	0.11122455975308
207.134	0.111180127170674
207.661	0.111735496757499
208.193	0.111292763678713
208.721	0.111217338608931
209.25	0.111144739746346
209.778	0.111172310222931
210.309	0.111529071759858
210.911	0.111338933988387
211.444	0.111616343408723
211.973	0.111276430493481
212.504	0.111417488387177
213.034	0.111495038342551
213.565	0.111725935978891
214.093	0.111982529164574
214.625	0.111153679992417
215.155	0.111993634540531
215.686	0.111542314261983
216.215	0.111408611213124
216.746	0.112291813613428
217.274	0.111477005016671
217.814	0.111418350667848
218.341	0.111339712448626
218.873	0.1113759362524
219.401	0.111787783037145
219.933	0.111587207569893
220.473	0.111684761713858
221.086	0.111422746660982
221.615	0.111362249674342
222.146	0.11124659088494
222.673	0.111483638314371
223.197	0.111687733484203
223.724	0.111693904776988
224.256	0.111962783707588
224.784	0.111828529870052
225.316	0.111766355536561
225.845	0.111588113790798
226.376	0.111777014194662
226.905	0.111646224933301
227.437	0.111692906870942
